,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
1846,26,1,527,0,23,2,1,3,1,50,2,1,4,1,1,1291,11050,1,0,14,3,3,0,1,2,3,1,0,0,0,1
1847,33,2,1049,2,5,3,4,1,0,68,2,1,6,1,2,3473,3160,1,0,12,3,1,0,10,3,3,10,7,8,7,1
1848,45,1,612,2,3,1,4,3,1,64,2,1,8,3,0,2230,13438,6,0,13,3,4,0,2,2,2,0,0,0,0,1
1849,28,2,894,2,7,2,4,3,0,82,2,1,6,3,0,2429,20812,1,1,13,3,1,0,7,2,3,7,6,1,6,1
1850,32,1,434,1,2,3,4,4,0,48,2,1,6,3,2,3299,9364,0,1,13,3,3,0,2,2,1,2,1,0,1,1
1851,26,1,947,1,4,3,2,3,1,48,2,2,7,3,1,5821,8445,1,0,12,3,2,0,8,0,2,7,6,6,3,1
1852,35,1,687,1,13,4,1,3,1,38,2,1,7,2,0,3954,10159,1,1,24,4,3,0,7,2,1,5,3,1,3,1
1853,28,2,415,1,8,3,5,1,1,68,2,1,5,1,1,2035,14741,2,0,16,3,2,1,2,2,3,1,0,0,0,1
1854,40,1,925,2,6,2,4,1,1,88,2,1,7,1,1,2368,14737,3,0,12,3,3,0,8,3,3,3,2,0,1,1
1855,31,2,542,1,12,2,4,3,0,82,2,1,6,3,2,3065,11788,4,0,12,3,2,0,4,2,4,2,1,0,1,1
1856,32,1,1177,1,13,1,3,2,1,58,2,2,1,2,1,13183,24799,7,1,12,3,3,0,14,2,3,6,5,6,6,1
1857,43,0,806,1,22,3,4,1,1,87,3,3,2,1,1,11255,10285,0,1,14,3,3,0,9,2,2,9,7,7,8,1
1858,29,1,791,2,6,2,2,2,0,45,3,1,7,2,0,3286,17259,2,0,12,3,1,1,9,2,3,6,6,6,6,1
1859,24,1,409,2,8,3,3,2,0,85,3,1,8,1,1,3183,17017,2,1,11,3,2,0,4,2,2,0,0,0,0,1
1860,27,1,938,1,2,2,2,3,0,90,2,1,5,1,2,2527,8715,3,1,11,3,3,0,6,4,3,4,2,0,3,1
1861,28,1,311,2,20,3,3,2,1,59,2,1,7,1,1,2400,7364,1,0,16,3,3,2,2,2,2,2,1,0,1,1
1862,35,1,792,1,12,4,1,3,1,37,2,1,7,3,1,4297,10299,2,1,24,4,2,0,10,2,2,8,6,3,5,1
1863,32,1,798,1,13,3,4,3,0,57,2,1,7,3,1,2417,22144,4,0,13,3,3,0,7,2,1,4,3,0,3,1
1864,35,1,911,1,2,3,3,3,1,75,2,2,3,2,1,5023,7791,3,0,11,3,1,1,7,1,3,5,2,2,4,1
1865,30,1,560,0,8,2,0,3,0,63,2,1,4,3,0,2200,9819,5,0,12,3,2,0,5,0,2,3,2,1,2,1
1866,36,1,736,0,11,2,1,2,0,73,2,1,4,4,0,2279,9860,4,0,12,3,3,0,5,0,2,4,2,1,1,1
1867,35,1,849,1,6,3,5,1,1,64,2,2,7,1,1,9901,5456,2,0,11,3,3,0,11,3,2,7,6,4,5,1
1868,43,0,754,1,10,2,3,2,1,64,2,3,6,3,2,9509,13444,1,0,15,3,3,0,9,2,2,9,7,3,7,1
1869,27,1,919,1,7,4,3,3,0,46,2,2,7,3,2,5596,8330,0,1,14,3,2,0,9,0,3,9,7,7,5,1
1870,44,1,384,1,10,2,4,3,0,67,2,3,5,4,1,10320,4736,1,0,11,3,2,1,25,4,2,25,8,7,6,1
1871,37,1,332,2,13,3,4,3,1,83,2,1,6,2,1,3570,21910,0,0,15,3,1,0,3,0,2,2,0,0,1,1
1872,45,1,263,1,21,1,4,4,0,65,2,2,2,1,1,8900,10847,3,0,21,3,3,1,12,2,3,9,7,3,7,1
1873,34,1,715,1,1,2,4,1,0,72,1,1,5,2,1,2349,3854,5,1,13,3,3,0,8,3,3,5,5,2,5,1
1874,32,1,707,1,14,3,3,3,1,65,3,1,7,3,1,2557,21996,3,0,13,3,3,0,6,2,1,4,3,0,3,1
1875,22,1,399,1,3,3,3,2,0,53,2,1,6,4,1,1450,9399,2,0,18,3,3,0,2,2,2,1,0,1,0,1
1876,29,1,1030,1,3,3,4,1,0,39,2,1,6,3,1,4761,25975,8,1,13,3,2,2,4,2,3,2,2,2,2,1
1877,33,1,549,1,17,2,5,2,1,65,2,2,7,3,2,6156,12990,2,0,16,3,3,0,10,2,3,6,4,4,4,1
1878,29,1,1093,2,13,2,5,3,0,89,3,1,8,1,1,2196,3361,1,0,13,3,1,0,3,3,1,1,0,0,0,1
1879,39,1,622,1,1,4,4,1,0,50,2,3,6,3,1,10540,14874,4,0,11,3,2,0,19,2,1,16,1,9,7,1
1880,36,2,474,2,9,2,3,1,0,43,3,1,6,3,1,2434,15430,5,1,14,3,2,0,7,2,3,2,0,0,1,1
1881,24,1,678,1,3,2,4,1,0,65,3,2,7,2,2,4595,24827,8,0,14,3,1,0,4,3,3,2,2,1,0,1
1882,30,1,959,2,18,3,4,1,1,56,2,1,6,2,1,2307,3000,3,1,18,3,1,0,5,0,2,2,1,2,1,1
1883,56,1,631,1,8,3,3,2,0,52,2,3,3,1,0,10003,11984,7,1,14,3,3,0,29,0,2,9,8,4,8,1
1884,42,1,909,2,10,2,4,2,1,46,3,3,0,2,1,15700,25042,7,1,12,3,4,0,24,2,3,15,9,9,7,1
1885,33,0,479,2,8,2,4,2,1,44,2,1,6,1,1,2341,10323,1,1,20,3,1,0,6,0,3,4,1,1,2,1
1886,34,1,1000,1,12,4,1,3,1,38,3,2,7,3,1,4494,10686,2,0,22,3,1,0,12,2,3,9,7,4,5,1
1887,31,1,254,1,7,4,4,2,1,77,1,2,6,3,1,6172,20759,3,1,17,3,2,0,11,3,2,7,6,6,7,1
1888,42,1,471,2,4,2,3,2,0,69,2,1,7,2,1,2281,3762,7,0,11,3,4,0,12,4,1,8,8,6,7,1
1889,31,1,835,1,18,4,3,1,0,42,2,2,7,2,2,4949,7995,0,1,19,3,2,0,13,1,3,13,8,9,8,1
1890,28,1,889,2,2,3,3,2,0,45,3,1,6,3,1,4371,16383,5,0,16,3,3,0,5,2,2,2,2,2,1,1
1891,24,1,1308,2,8,3,4,1,0,53,3,1,8,2,0,2816,14169,1,1,15,3,4,1,5,3,3,5,2,0,2,1
1892,48,1,844,1,5,3,3,3,0,66,2,3,4,1,1,9836,11341,4,1,17,3,2,0,22,0,2,9,8,4,8,1
1893,26,1,455,1,21,3,3,2,0,63,1,1,6,3,1,2481,23070,0,1,15,3,2,0,3,2,1,3,2,0,0,1
1894,33,1,216,2,16,2,4,1,0,61,3,1,6,2,0,2188,11418,3,1,11,3,2,0,6,2,2,5,2,0,1,1
1895,18,1,223,2,3,3,5,3,0,53,3,1,7,3,2,1484,25262,1,0,13,3,3,0,0,2,3,0,0,0,0,1
1896,46,1,717,1,1,2,5,1,0,97,2,2,7,3,2,5498,19329,8,1,12,3,3,0,20,1,2,1,0,0,0,1
1897,20,1,1409,1,16,1,1,3,0,65,3,1,5,3,2,2572,8749,1,0,18,3,1,0,0,3,2,0,0,0,0,1
1898,32,1,1181,1,10,2,4,2,1,46,2,3,3,3,1,12287,25110,4,0,11,3,3,0,14,2,3,9,6,7,7,1
1899,44,0,940,2,14,3,3,2,0,61,2,3,2,1,1,9438,12170,4,0,13,3,2,0,21,0,2,10,8,3,9,1
1900,39,1,1112,2,11,1,4,2,1,62,3,3,1,2,1,15473,23599,6,1,12,3,4,0,17,2,3,6,4,5,6,1
1901,42,1,727,1,19,2,3,3,0,61,2,2,7,3,1,6698,6047,1,0,13,3,1,2,8,5,3,6,5,2,1,1
1902,43,0,958,2,5,3,4,1,1,38,2,1,6,2,1,2409,10328,5,1,15,3,2,1,12,1,3,7,0,1,5,1
1903,32,2,1090,1,16,1,5,1,0,73,1,1,6,1,1,3934,4720,1,0,21,3,2,0,9,4,3,9,1,5,6,1
1904,52,0,592,1,14,3,4,1,0,71,3,1,6,2,1,5018,4533,8,1,17,3,1,2,7,2,2,5,3,3,3,1
1905,25,1,1149,2,6,1,1,3,1,81,2,1,8,2,1,3849,9405,3,0,18,3,3,0,4,2,2,2,2,0,2,1
1906,25,1,1224,2,3,3,4,3,1,53,2,1,6,3,1,2747,4241,1,1,13,3,2,0,2,4,2,0,0,0,0,1
1907,33,0,959,2,16,3,2,3,1,85,1,1,6,1,1,2315,14512,1,1,21,3,2,0,4,2,2,4,2,2,0,1
1908,22,1,368,1,8,2,5,2,0,80,2,1,6,3,0,2392,25171,1,0,20,4,2,0,2,2,2,2,2,0,2,1
1909,23,0,769,0,16,2,4,2,0,78,2,1,4,2,1,2043,6621,0,1,16,3,2,0,4,2,3,3,1,0,2,1
1910,28,2,289,2,14,3,4,2,0,91,3,1,7,1,1,2751,16856,1,1,13,3,2,0,6,2,2,3,0,2,2,1
1911,41,0,918,2,11,2,4,1,1,77,2,1,6,1,0,2412,20327,6,0,14,3,2,0,5,2,1,1,0,0,0,1
1912,52,0,735,2,9,3,3,2,0,56,2,3,2,1,1,9782,12081,5,0,13,3,3,0,27,0,2,10,8,4,9,1
1913,30,1,542,0,8,2,0,3,0,61,2,1,4,3,0,2210,9861,4,0,13,3,2,0,5,0,2,3,2,1,2,1
1914,28,1,962,2,1,2,4,1,0,42,2,1,8,1,0,2533,7052,1,0,14,3,1,1,1,1,3,1,0,0,0,1
1915,23,1,1227,2,13,3,3,3,0,70,2,1,6,2,1,2501,18488,2,0,13,3,1,0,3,2,2,2,0,0,1,1
1916,32,1,550,1,11,3,5,1,0,81,3,3,5,1,2,8256,9772,1,0,17,3,2,0,10,2,2,2,2,1,1,1
1917,27,1,404,1,12,3,3,2,0,56,1,1,6,3,0,2576,23371,3,1,18,3,2,1,3,3,2,2,1,0,1,1
1918,44,1,759,1,8,3,2,2,1,85,3,3,7,1,2,11532,9832,2,1,19,3,1,0,16,2,2,13,7,3,7,1
1919,40,1,1108,1,1,2,4,2,0,87,3,2,7,3,1,5906,19285,7,1,11,3,1,0,8,0,1,5,3,0,4,1
1920,47,1,238,2,6,3,2,4,0,51,3,1,6,3,2,2451,26048,3,0,20,3,1,0,7,3,3,3,0,2,2,1
1921,37,1,566,2,8,3,5,3,0,74,2,1,7,1,2,1843,21930,2,0,13,3,2,0,11,3,1,4,3,0,0,1
1922,31,1,1331,1,12,4,3,2,1,45,3,2,7,1,0,4257,11436,2,0,17,3,2,0,9,2,1,3,1,1,2,1
1923,35,2,647,1,7,2,4,1,1,64,1,2,7,3,1,6152,22948,1,1,22,3,3,0,9,3,3,8,6,0,5,1
1924,50,1,854,1,4,4,2,3,1,82,2,2,6,2,1,4822,17471,2,0,14,3,2,0,7,3,2,3,0,3,3,1
1925,25,1,850,2,10,2,5,2,0,84,2,1,7,2,1,2212,3574,3,0,13,3,2,0,4,3,1,3,2,1,2,1
1926,50,1,468,2,11,3,5,2,0,63,3,1,6,2,1,4760,4428,7,0,16,3,1,2,7,2,2,5,3,4,3,1
1927,26,1,710,1,6,2,3,2,0,34,3,2,4,3,1,4317,10161,1,1,20,3,1,0,7,2,4,5,4,2,3,1
1928,30,1,541,1,7,3,5,2,0,77,2,1,5,3,1,2597,11783,6,0,13,3,2,0,4,2,3,2,0,0,0,1
1929,34,0,1269,1,18,3,3,1,1,66,3,2,6,3,2,5202,4683,7,0,13,3,2,0,9,3,1,5,2,0,4,1
1930,36,1,537,1,10,3,4,1,1,60,2,3,3,2,0,10085,22421,6,0,11,3,2,1,16,4,3,2,1,0,0,1
1931,32,1,487,2,1,3,1,3,1,58,2,1,6,3,2,2665,5231,2,0,12,3,3,0,9,2,2,8,7,5,6,1
1932,24,1,691,1,3,2,4,1,0,65,3,2,7,3,1,4578,24727,8,0,14,3,1,0,4,2,2,2,2,2,0,1
1933,34,1,1075,0,15,3,0,2,0,60,3,3,5,1,0,9800,11046,5,1,17,3,2,1,10,2,3,5,4,1,4,1
1934,24,1,1283,2,17,1,2,3,0,59,3,1,6,3,2,2706,8711,1,0,18,3,1,0,5,2,2,5,3,3,3,1
1935,38,0,875,1,4,1,4,1,0,95,1,1,5,1,0,2128,20362,5,0,17,3,1,0,4,2,1,0,0,0,0,1
1936,27,1,443,2,14,2,3,3,1,61,3,1,7,1,1,2731,6977,0,0,19,3,3,1,3,2,3,3,2,0,1,1
1937,49,1,563,1,8,2,2,1,1,50,2,2,7,3,0,6783,23439,3,1,14,3,1,1,17,3,2,3,2,1,2,1
1938,20,1,1095,1,7,2,4,2,0,46,2,1,7,1,2,1462,17609,1,0,12,3,1,0,0,4,2,0,0,0,0,1
1939,20,1,1247,1,6,3,3,2,0,65,3,1,5,1,2,1997,8087,1,0,14,3,3,0,2,2,3,2,1,2,1,1
1940,19,1,319,1,2,3,4,2,0,48,2,1,7,4,1,1160,9267,1,0,21,3,3,0,1,2,2,1,0,1,0,1
1941,31,1,1079,1,5,3,3,3,0,59,1,2,7,3,2,5680,8768,3,0,12,3,2,0,7,0,2,6,5,5,3,1
1942,28,0,298,1,25,3,4,3,1,88,2,2,4,2,1,5591,21424,4,0,16,3,4,1,8,4,2,6,2,4,4,1
1943,22,1,182,2,3,3,4,2,0,56,3,1,8,2,2,1811,25425,0,0,14,3,2,0,1,2,3,1,0,0,0,1
1944,34,1,456,2,10,3,4,2,1,93,3,1,7,2,1,3796,21521,3,0,13,3,2,0,6,2,1,3,2,1,2,1
1945,39,1,478,1,5,3,2,4,1,41,3,1,5,1,1,2105,26622,2,0,21,3,1,0,3,3,2,1,0,0,0,1
1946,29,0,1247,1,13,3,2,2,1,51,2,2,7,2,2,5315,3808,6,0,15,3,2,0,7,2,2,4,2,0,2,1
1947,26,1,634,1,3,3,3,2,1,41,2,1,6,3,1,5300,26572,4,1,12,3,3,1,5,1,3,4,3,0,2,1
1948,45,1,616,2,20,4,4,1,0,63,2,1,6,2,1,4756,3883,5,0,19,3,1,1,10,2,3,8,5,3,5,1
1949,29,0,521,2,3,3,1,3,0,70,2,1,6,3,2,2493,5425,1,1,15,3,2,0,7,2,2,7,7,5,6,1
1950,36,1,619,1,10,3,4,2,1,58,2,3,4,2,0,10175,22055,7,0,13,3,2,1,16,4,3,6,5,2,0,1
1951,30,1,940,1,18,3,3,1,0,55,2,1,7,2,2,4415,8156,1,0,21,3,3,0,12,2,3,11,7,7,7,1
1952,28,1,1383,2,14,3,4,1,1,50,3,1,8,1,0,2371,14242,2,0,12,3,3,0,5,2,3,3,2,0,2,1
1953,46,1,432,2,4,2,3,2,0,70,2,1,7,2,1,2295,3739,7,0,11,3,4,0,12,4,1,8,8,6,7,1
1954,21,1,333,1,6,1,3,2,1,31,2,1,5,1,2,2670,4623,1,0,12,3,2,0,1,2,2,0,0,0,0,1
1955,32,1,668,1,15,3,2,3,1,67,3,1,6,3,1,2601,21940,3,0,14,3,3,0,6,2,1,3,2,0,2,1
1956,26,1,1333,2,20,3,3,1,1,36,2,1,8,3,0,2376,19347,1,0,19,3,2,1,1,0,2,1,1,0,0,1
1957,27,0,364,1,26,2,4,1,1,75,1,2,7,1,1,5063,21869,7,0,17,3,4,0,7,5,2,2,2,2,2,1
1958,23,1,1141,2,4,3,4,2,1,62,3,1,7,1,1,1764,3344,1,1,19,3,2,1,2,2,2,0,0,0,0,1
1959,24,1,853,2,4,2,4,2,0,69,3,1,6,3,1,2273,3102,1,0,15,3,1,1,4,2,1,1,0,1,0,1
1960,34,1,398,2,8,3,5,2,0,55,2,1,6,1,2,1574,22083,1,0,12,3,2,0,6,3,2,2,1,0,0,1
1961,23,1,452,0,11,3,4,2,0,54,2,1,4,3,0,2488,22534,0,0,11,3,2,0,5,2,2,5,5,0,0,1
1962,34,1,738,1,10,2,3,4,0,55,2,2,7,1,1,10305,21533,8,0,16,3,3,0,14,2,3,12,11,5,0,1
1963,29,1,1098,1,5,3,3,3,1,60,3,1,6,2,1,1802,3399,1,0,18,3,3,1,8,3,3,0,0,0,0,1
1964,23,1,194,2,13,2,5,2,0,47,2,1,7,3,2,2512,25489,1,0,16,3,3,0,4,2,1,4,2,4,4,1
1965,24,1,844,1,1,1,2,2,0,95,2,1,5,1,2,2345,8938,2,1,11,3,3,0,4,3,3,3,2,0,2,1
1966,34,1,348,1,25,2,5,2,1,80,2,2,7,3,2,5876,13399,1,0,17,3,3,0,10,2,3,9,6,6,6,1
1967,29,1,997,1,17,3,2,2,0,45,2,2,6,1,2,4944,3094,3,0,19,3,2,0,9,2,2,8,4,1,4,1
1968,49,1,475,1,5,3,2,1,0,63,2,3,5,4,0,10127,15398,2,0,13,3,1,1,30,2,3,18,7,2,5,1
1969,32,1,989,2,8,3,4,1,0,42,2,1,8,1,2,4160,10169,6,0,21,3,1,0,9,2,3,4,3,0,3,1
1970,22,2,725,0,2,1,1,1,0,92,2,1,4,2,1,2175,9262,1,0,11,3,3,0,3,2,2,3,2,1,2,1
1971,30,1,882,1,2,2,5,2,0,44,2,1,7,1,1,2523,6744,2,0,13,3,3,0,2,1,3,1,0,0,0,1
1972,25,1,1292,2,19,3,4,1,0,39,2,1,8,3,0,2421,19406,1,0,19,3,2,0,1,0,2,1,0,0,0,1
1973,27,1,1450,1,1,1,2,2,1,87,3,1,5,1,0,2988,16106,1,0,12,3,2,1,5,3,3,3,2,0,2,1
1974,32,1,1338,1,1,3,2,1,1,91,3,1,5,2,1,2755,15444,3,0,14,3,3,0,6,3,4,3,2,1,2,1
1975,22,2,879,2,7,3,4,3,0,64,2,1,7,3,1,2903,19862,1,1,17,3,2,0,1,4,3,1,0,1,0,1
1976,37,1,1015,2,10,3,5,3,0,94,2,1,6,2,2,2708,11105,3,1,14,3,3,0,4,4,3,3,2,0,1,1
1977,24,1,1155,1,3,3,2,3,0,78,3,1,5,1,2,2268,8308,3,1,12,3,3,0,4,4,3,2,1,0,2,1
1978,37,0,623,2,3,2,4,1,0,62,2,1,7,1,2,3444,17157,2,0,19,3,2,0,10,2,3,1,0,0,0,1
1979,25,1,1150,1,9,3,4,2,0,60,2,1,6,2,2,1258,16674,1,0,13,3,1,0,1,4,2,1,0,0,0,1
1980,54,1,275,1,2,2,3,2,0,44,1,5,0,3,1,19555,25804,3,0,13,3,4,0,36,2,3,31,14,9,8,1
1981,31,1,265,1,17,2,5,1,0,66,2,3,7,1,1,8226,10386,1,0,18,3,2,0,11,2,1,3,2,0,2,1
1982,33,1,804,2,11,3,2,2,0,39,2,1,8,1,0,3945,10140,3,0,23,4,2,0,7,2,2,4,2,0,2,1
1983,28,1,129,2,4,3,4,2,0,59,3,1,8,2,2,2256,25643,0,0,16,3,1,0,3,2,3,2,1,0,1,1
1984,36,1,404,2,9,3,3,4,1,56,3,1,3,1,1,4191,4976,1,0,15,3,2,0,9,3,1,9,3,0,7,1
1985,46,1,722,1,27,1,4,2,0,76,3,2,6,2,1,6398,10345,4,1,12,3,3,0,8,2,3,4,3,0,2,1
1986,44,1,471,2,1,2,4,3,1,98,3,1,6,2,0,2379,11075,1,1,11,3,3,2,6,2,2,5,3,1,2,1
1987,26,1,997,1,4,2,4,2,0,65,2,1,6,1,1,1906,16072,1,0,14,3,2,0,1,4,3,1,0,0,0,1
1988,32,1,762,1,11,3,1,2,1,69,2,2,7,3,0,5186,8067,4,0,13,3,2,0,8,1,2,3,2,2,1,1
1989,33,1,292,1,6,2,3,3,0,33,1,1,5,3,0,2345,12235,0,0,15,3,3,0,3,2,2,2,2,0,0,1
1990,33,2,433,2,11,2,2,1,0,70,3,3,2,3,0,8991,22724,3,0,11,3,1,1,13,3,3,3,2,2,2,1
1991,30,1,911,1,3,2,5,2,0,47,2,1,7,1,1,2598,6765,2,0,14,3,3,0,3,1,3,2,0,0,0,1
1992,36,1,346,2,9,4,4,4,1,64,3,2,3,1,1,4409,5202,1,0,15,3,2,0,10,3,1,9,2,0,7,1
1993,47,1,409,2,12,4,4,2,0,65,3,1,4,1,1,4634,4721,5,0,16,3,1,1,8,2,2,7,3,2,5,1
1994,29,2,449,1,13,3,5,2,1,73,2,1,5,1,1,2093,14511,1,0,18,3,2,0,1,2,3,1,0,0,0,1
1995,30,1,750,1,6,2,3,3,1,51,3,1,6,1,1,2534,4427,4,0,17,3,3,0,4,2,1,1,1,1,1,1
1996,38,1,354,1,13,4,4,3,0,68,3,2,3,1,1,4230,5146,1,0,14,3,2,0,8,4,1,7,2,0,6,1
1997,31,1,354,1,7,4,4,1,1,75,1,2,7,3,1,6425,20517,3,0,17,3,1,0,11,2,2,6,6,6,6,1
1998,52,0,399,1,18,4,3,1,1,85,3,3,5,2,1,13081,9606,4,1,15,3,3,0,19,2,2,16,7,4,8,1
1999,35,1,950,0,21,2,0,2,0,45,2,3,4,1,0,9911,11772,8,0,15,3,3,2,10,2,3,3,2,0,2,1
2000,40,1,1225,2,10,3,2,1,0,53,3,4,0,3,0,18685,15961,1,0,11,3,4,0,22,0,3,21,14,14,7,1
2001,28,1,1418,1,11,1,4,3,0,77,3,1,7,3,0,2471,23022,1,1,12,3,4,0,1,3,2,1,1,0,0,1
2002,20,0,612,1,12,2,4,1,0,88,2,1,5,2,1,1934,6341,0,1,21,3,2,0,2,2,3,2,1,0,1,1
2003,27,1,888,1,11,2,2,4,0,49,3,1,5,3,2,2772,9010,1,0,15,3,1,0,1,2,2,1,0,0,0,1
2004,57,1,153,1,22,3,4,3,0,93,2,3,2,4,1,10312,3501,1,0,11,3,3,1,39,3,2,39,9,14,6,1
2005,22,1,1209,1,7,3,3,2,0,63,3,1,5,1,2,2076,8107,1,0,14,3,3,0,4,2,3,3,2,3,3,1
2006,32,0,1231,1,13,4,1,4,0,62,3,2,7,3,1,4679,23727,5,0,13,3,3,0,5,1,2,4,2,1,2,1
2007,32,1,409,2,26,2,4,3,1,74,2,1,7,2,2,3408,11545,0,0,11,3,2,0,6,2,3,5,4,0,3,1
2008,26,1,440,1,6,2,5,1,1,72,2,1,6,1,1,4040,15084,2,0,11,3,1,0,5,3,2,1,1,1,1,1
2009,32,0,311,1,26,2,4,2,1,85,1,1,6,1,2,4448,21979,4,0,15,3,2,0,6,4,3,3,2,1,2,1
2010,25,1,141,1,15,3,5,3,0,63,3,1,5,2,2,2499,25596,1,0,13,3,4,0,5,1,3,5,1,4,4,1
2011,32,1,1051,2,7,2,5,3,1,77,2,2,8,3,1,4986,22848,1,0,18,3,1,0,9,3,3,9,4,0,1,1
2012,36,1,956,2,12,3,3,3,1,64,3,1,6,3,1,2603,19837,1,0,17,3,4,0,12,0,1,3,1,0,2,1
2013,31,2,260,2,6,2,5,1,0,49,3,1,6,3,2,2432,15261,2,1,14,3,1,0,7,2,2,3,0,0,2,1
2014,33,2,1250,1,6,3,2,1,1,72,2,1,5,3,1,2741,15690,5,0,15,3,4,1,5,3,3,2,1,0,1,1
2015,37,1,411,1,19,4,3,2,0,64,2,2,7,1,2,8772,17660,1,1,13,3,2,0,7,2,3,5,3,0,1,1
2016,52,1,267,1,2,1,3,1,0,54,1,5,0,3,1,19792,25838,1,0,14,3,4,0,33,2,3,31,14,6,8,1
2017,21,1,159,1,11,2,5,2,0,88,3,1,5,2,2,2712,25418,1,0,15,3,3,0,1,0,2,1,0,0,0,1
2018,34,1,442,2,12,3,4,2,1,93,3,1,7,2,1,3812,21613,3,0,13,3,2,0,6,2,1,3,2,1,2,1
2019,28,1,867,2,3,3,3,2,0,44,3,1,6,3,1,4104,16615,5,0,15,3,3,0,6,2,2,3,3,3,2,1
2020,34,1,932,1,12,4,1,3,1,37,3,2,7,3,1,4542,10533,2,0,23,3,1,0,12,2,3,10,8,5,6,1
2021,42,1,997,1,1,2,5,1,0,94,2,2,7,3,2,5858,19438,8,1,11,3,1,0,11,0,1,4,3,0,3,1
2022,50,1,644,1,8,2,4,3,0,60,2,3,5,2,1,9757,13034,3,0,15,3,4,0,16,1,2,9,8,4,7,1
2023,33,1,472,2,6,3,4,4,0,44,3,1,4,2,2,4144,4545,1,0,13,3,1,0,8,2,1,8,2,3,7,1
2024,50,1,467,2,11,3,5,2,0,63,3,1,6,2,1,4766,4430,7,0,16,3,1,2,7,2,2,5,3,4,3,1
2025,24,1,144,1,14,3,5,3,0,68,3,1,5,2,2,2539,25563,1,0,13,3,4,0,4,1,3,4,1,3,3,1
2026,25,1,649,1,5,3,2,1,1,59,2,1,5,2,0,2307,3068,2,1,15,3,2,1,5,2,2,2,0,2,0,1
2027,40,1,929,1,1,4,2,3,1,66,3,1,6,3,2,4580,16876,4,0,15,3,4,0,5,3,2,0,0,0,0,1
2028,35,1,756,1,22,2,2,2,1,64,2,1,6,2,2,2332,10089,1,0,14,3,2,0,2,3,3,2,0,0,0,1
2029,29,1,557,2,22,1,4,3,1,75,2,1,6,4,2,2427,14799,1,1,21,3,2,0,1,3,2,1,0,0,0,1
2030,33,1,877,1,10,2,3,4,0,60,2,2,7,1,1,10220,21875,7,0,15,3,3,0,13,2,3,10,9,5,0,1
2031,22,1,429,2,8,2,4,1,0,52,1,1,7,3,1,2790,25195,1,0,18,3,3,0,2,2,1,2,2,2,2,1
2032,27,1,1092,2,7,3,4,3,0,83,1,1,6,2,1,2661,18084,2,1,14,3,1,0,4,1,2,3,2,0,0,1
2033,30,1,678,1,1,2,4,1,0,69,1,1,5,2,1,2269,3864,6,1,13,3,3,0,9,3,3,6,6,2,6,1
2034,37,1,548,1,24,1,5,3,0,59,2,2,7,1,1,6911,10790,2,0,12,3,2,0,9,2,1,8,6,2,6,1
2035,44,1,1085,1,8,3,4,3,1,74,1,3,7,3,1,12559,24408,6,0,11,3,3,0,23,2,1,21,5,13,9,1
2036,28,1,557,2,16,3,4,2,1,48,2,1,8,2,0,2471,7268,1,0,16,3,2,2,1,2,3,1,0,0,0,1
2037,37,1,599,2,6,3,5,2,0,69,3,1,8,1,1,2266,21714,4,0,16,3,1,0,14,3,2,6,5,1,2,1
2038,34,1,1129,1,9,1,2,3,1,62,2,1,5,1,0,2755,15986,4,0,13,3,2,1,5,3,3,2,1,0,1,1
2039,20,1,616,1,1,1,2,1,0,82,2,1,5,2,2,1844,9178,1,0,14,3,3,0,2,3,2,2,1,1,1,1
2040,33,0,963,2,2,2,3,2,1,88,2,1,6,2,1,2074,19936,2,0,15,3,2,0,6,1,1,4,1,0,3,1
2041,35,1,865,1,12,4,1,3,1,36,2,1,7,3,1,4535,10395,2,1,24,4,1,0,12,2,3,10,8,5,6,1
2042,54,0,285,1,13,4,3,1,1,85,3,3,6,2,1,13608,9323,5,1,16,3,3,0,23,2,2,18,7,3,8,1
2043,29,1,516,2,23,2,4,4,1,74,1,1,6,3,1,2424,14719,1,1,23,4,2,0,1,2,2,1,0,1,0,1
2044,53,1,1106,1,22,2,4,1,0,93,2,1,7,4,1,2546,10208,1,0,15,3,3,0,5,2,2,4,2,1,0,1
2045,20,1,651,1,7,1,1,1,0,79,2,1,5,2,2,2157,9396,1,1,11,3,2,0,2,3,3,2,1,0,1,1
2046,52,1,591,1,4,4,2,3,0,74,2,3,3,3,0,10221,14769,0,0,15,3,2,1,32,3,3,30,6,1,8,1
2047,27,1,727,1,2,3,3,1,1,40,2,1,6,3,1,5196,26481,5,1,12,3,2,1,4,2,3,3,2,1,2,1
2048,33,1,644,2,9,1,4,1,1,83,3,1,6,1,2,2932,17254,1,0,13,3,3,0,6,2,2,3,1,0,2,1
2049,30,1,178,1,16,2,4,3,0,43,1,1,6,3,1,2155,12673,3,0,14,3,2,0,4,3,2,3,2,0,1,1
